epoch,train_loss,eval_loss,eval_top1,eval_top5
127,4.180042283962934,3.2225804912567138,23.94,54.3
128,4.188781257776114,3.240788011550903,24.09,54.99
129,4.220743547341763,3.2256819049835204,24.27,54.97
130,4.218148669218405,3.2782150424957277,23.54,54.18
131,4.198560638916798,3.1698663177490234,25.05,56.52
132,4.204339534808428,3.230594145965576,24.0,54.13
133,4.208790139662914,3.234567772293091,24.32,55.14
134,4.206317926064516,3.1903109294891356,24.25,54.34
135,4.203928075692592,3.2627279796600344,22.25,52.97
136,4.197357577543992,3.1792034400939944,24.15,54.48
137,4.221117022098639,3.1925331008911133,24.47,55.06
138,4.203208958796965,3.273004619216919,23.63,54.95
139,4.1965132089761585,3.209949335861206,24.63,54.53
140,4.193835013952011,3.1973565879821777,22.52,53.04
141,4.202384773890177,3.1914537769317626,23.89,55.32
142,4.198862037903223,3.153403116226196,25.02,56.24
143,4.193433713912964,3.2191878005981445,24.42,55.4
144,4.192517565458249,3.163635177230835,23.91,55.55
145,4.1836123124147075,3.15685101852417,24.36,55.93
146,4.193271124668611,3.1601753696441652,25.71,57.47
147,4.199037681481777,3.1946425872802733,23.68,54.66
148,4.200273693524874,3.2272604530334474,24.29,54.22
149,4.209130147787241,3.206745920944214,24.35,55.8
150,4.189992844752776,3.2114189235687256,25.37,56.34
151,4.179302340287428,3.1447547355651855,25.62,57.75
152,4.205743382527278,3.2087425903320312,25.45,57.68
153,4.189388606487176,3.213908837890625,25.99,57.84
154,4.190681189757127,3.141263710784912,24.39,56.77
155,4.181977977508153,3.1647055950164793,25.37,56.64
156,4.196621309182583,3.216439822769165,24.71,56.24
157,4.198461571717874,3.160804397583008,25.32,57.18
158,4.1723264547494745,3.1333062690734863,25.17,56.61
159,4.181166854271522,3.1742891593933105,26.85,58.38
160,4.177155531369722,3.145484223175049,24.85,56.38
161,4.19936345907358,3.1707387535095215,25.65,58.23
162,4.1735692219856455,3.1071469287872313,26.25,57.13
163,4.185735742862408,3.1360290214538575,26.12,57.17
164,4.18539642676329,3.130820315551758,26.17,58.27
165,4.161561612593822,3.0870166507720946,26.96,58.65
166,4.183310067347991,3.1431664234161376,26.4,57.35
167,4.186882548454481,3.1625550720214846,25.85,57.64
168,4.186427269226465,3.132006435394287,25.84,57.57
169,4.177046948212844,3.0819380912780763,26.71,57.95
170,4.179842690932445,3.113020980834961,25.37,57.26
171,4.152589224546384,3.0994802352905273,25.58,56.79
172,4.167331966987023,3.069898342895508,26.45,58.94
173,4.168327565070911,3.0799941467285157,26.86,58.3
174,4.161736839245528,3.114074871063232,26.55,58.61
175,4.172601197316096,3.085234021759033,25.64,58.14
176,4.170582093947973,3.1019593875885008,25.97,57.36
177,4.1632709001883486,3.0808859813690184,25.94,57.83
178,4.160504546532264,3.088328868865967,27.53,58.97
179,4.165295163179056,3.0764701404571535,27.18,59.74
180,4.158342048449394,3.0537092639923094,27.47,59.08
181,4.1617332275097185,3.1178153339385988,25.29,56.79
182,4.14230485696059,3.072807508087158,27.7,59.3
183,4.141904816260705,3.057030911254883,26.14,57.72
184,4.169851633218618,3.1566851753234864,26.25,57.87
185,4.15206624177786,3.0623963848114015,27.65,58.93
186,4.160075334402231,3.058029066848755,28.52,60.65
187,4.146146372037056,3.055933581542969,26.92,59.51
188,4.152482134256608,3.100154476547241,28.28,59.73
189,4.170381438426483,3.1090479408264162,27.09,58.91
190,4.1444772377992285,3.062878092956543,27.6,59.13
191,4.1476590926830585,3.0545712421417237,28.35,61.04
192,4.148026175376696,3.0347197605133056,27.46,59.77
193,4.155622920011862,3.0438725048065187,27.94,60.09
194,4.171264992004786,3.066194298171997,28.35,60.81
195,4.130751091394669,3.0680146198272706,28.35,60.0
196,4.1469445729867,2.9875600605010986,28.44,60.98
197,4.14522576821156,3.0758876583099366,27.14,58.61
198,4.147398514625354,3.069304524230957,27.1,59.3
199,4.153110307302231,3.0588104114532473,28.27,60.53
200,4.15416163175534,3.0191314182281492,28.14,59.99
201,4.132176032433143,2.9992526329040525,27.54,60.2
202,4.139463501710158,3.0232824855804443,28.1,59.84
203,4.142331828826513,3.0158849132537844,28.27,60.16
204,4.149282302611914,3.028291927719116,28.11,60.46
205,4.13722984729669,3.0232341972351073,28.57,61.33
206,4.128494184445112,2.9717990936279297,28.54,60.64
207,4.137532980014116,2.994605223083496,28.19,60.85
208,4.15815419906225,3.0831390975952147,28.22,59.7
209,4.128607812294593,3.01902248840332,28.75,60.91
210,4.128166444485004,2.9977717483520507,27.98,60.37
211,4.129302005278759,2.987834031677246,28.01,60.88
212,4.13511617733882,2.992949803161621,28.65,60.79
213,4.125303863867735,3.0249925590515137,28.67,60.3
214,4.126978575877654,2.962601878738403,29.21,61.8
215,4.1484371124169765,2.999944910430908,28.54,60.48
216,4.1229978977105555,2.98022618560791,28.83,61.2
217,4.149117639737251,3.0067376415252687,28.35,60.89
218,4.136132479936649,3.0045160270690916,28.75,61.33
219,4.1277654109857025,2.9910873085021974,28.32,60.93
220,4.130665391530746,2.9761517238616944,28.66,61.56
221,4.1274823445540205,2.9983191513061525,28.77,61.46
222,4.117997819949419,3.002840902328491,28.73,60.75
223,4.1023605102147815,2.9691705669403077,29.41,61.97
224,4.101030441430899,2.9747132274627686,28.31,61.19
225,4.114562709514911,2.9646036460876464,28.46,61.65
226,4.1367322811713585,2.9653676807403566,28.42,61.0
227,4.098926660342094,2.9384642101287843,29.59,61.97
228,4.115057827876164,2.9540685539245604,29.7,61.84
229,4.113920010053194,2.9742028709411623,28.94,61.62
230,4.127249748278887,2.9758750217437746,29.02,62.12
231,4.1052651087443035,2.934613733291626,29.16,62.42
232,4.120697020261716,2.9582412757873535,29.52,62.37
233,4.131128198672563,2.970172566604614,29.35,61.8
234,4.137715805493868,2.949647859573364,29.25,61.95
235,4.115398479119325,2.955943059921265,29.88,62.26
236,4.09357286966764,2.93237961730957,29.77,62.23
237,4.10354654605572,2.9406865432739258,29.11,62.08
238,4.100370886386969,2.951827526855469,29.66,62.25
239,4.138212268780439,2.9538163204193113,29.41,61.98
240,4.092142155231573,2.92727283744812,29.0,61.93
241,4.112955961471949,2.9427795372009276,29.22,62.0
242,4.123826198088817,2.9754677276611328,29.07,61.72
243,4.0902982907417496,2.9202470512390137,29.29,62.58
244,4.103339614623632,2.9342465869903562,29.85,62.81
245,4.1045133346166365,2.915304259109497,29.63,62.37
246,4.089600384541047,2.921262185668945,30.25,63.33
247,4.106558637129955,2.9339245292663576,29.56,62.92
248,4.111529043393257,2.9285193572998045,30.1,62.77
249,4.112933052503146,2.912399603652954,30.14,63.14
250,4.102769513007922,2.918776248550415,30.41,63.27
251,4.102245336923843,2.9094106269836426,29.98,63.27
252,4.097987491656572,2.929377299118042,29.98,62.26
253,4.110996608245067,2.9376492752075194,29.8,62.48
254,4.10998042179988,2.924319529724121,30.45,63.13
255,4.096375711147601,2.9175753158569337,30.23,63.25
256,4.10042426891816,2.916800401306152,30.54,63.7
257,4.098071650969676,2.8985458126068115,29.47,62.54
258,4.103240474065145,2.9082874431610106,30.23,63.59
259,4.096819197825896,2.919002428817749,30.47,63.46
260,4.107745927419418,2.911949842453003,30.24,63.25
261,4.096922747294108,2.9133227851867676,29.89,62.85
262,4.088560776832776,2.908939353942871,30.62,63.44
263,4.092517931033403,2.9040010906219482,30.13,62.84
264,4.107706500322391,2.8975939453125,30.46,63.74
265,4.093407987936949,2.919566851043701,30.4,63.13
266,4.104410132383689,2.91241127204895,30.62,63.32
267,4.097414069297987,2.9018425800323486,30.41,63.27
268,4.088351905040252,2.9145878787994386,30.83,63.57
269,4.101622819900513,2.8957001510620115,30.29,63.27
270,4.08224310874939,2.8863378623962404,30.33,63.39
271,4.053545675522241,2.8920334846496583,30.41,63.53
272,4.073232797475962,2.8980667797088624,30.55,63.41
273,4.090008647625263,2.888371761703491,30.3,63.42
274,4.103116537974431,2.9019145595550535,30.62,63.51
275,4.078655702639849,2.891001781845093,30.44,63.52
276,4.096200199616261,2.8956202438354492,30.77,63.43
277,4.100481442916087,2.8859659229278565,30.4,63.75
278,4.078697482133523,2.888193072128296,30.3,63.48
279,4.063596039551955,2.887996928405762,30.79,63.4
280,4.098425109569843,2.8866274532318115,30.67,63.74
281,4.0792008399963375,2.8873415477752684,30.75,63.64
282,4.077882324120937,2.8863397071838377,30.76,63.67
283,4.118254783825996,2.8970187774658203,30.74,63.64
284,4.084433690095559,2.8863039978027345,30.69,63.58
285,4.098590943752191,2.8911153835296632,30.64,63.55
286,4.075521834691366,2.889963716506958,30.6,63.29
287,4.05594683671609,2.879899100112915,30.62,63.56
288,4.079877048883683,2.8835391216278077,30.76,63.61
289,4.080639131252582,2.883225745010376,30.75,63.65
290,4.074033480424148,2.8841274932861327,30.8,63.67
291,4.111080271158463,2.885943173980713,30.67,63.62
292,4.0924438439882715,2.889260733413696,30.67,63.62
293,4.0857325333815355,2.885077457809448,30.7,63.67
294,4.082751768063276,2.8851733207702637,30.62,63.5
295,4.08781888057024,2.8843404987335206,30.65,63.51
296,4.090117937479263,2.8861204608917235,30.68,63.53
297,4.0711201080909145,2.883120124435425,30.65,63.67
298,4.090976193012335,2.884374671936035,30.64,63.63
299,4.116486298732268,2.886767840194702,30.76,63.6
300,4.092917364071577,2.886600266647339,30.77,63.78
301,4.090776761372884,2.8862378101348876,30.7,63.65
302,4.078684488932292,2.8846429660797117,30.67,63.51
303,4.090345904765985,2.8863679676055907,30.63,63.53
304,4.072293500411205,2.8845190925598145,30.71,63.61
305,4.098357185950646,2.8849048572540283,30.7,63.59
306,4.101721327121441,2.8847001075744627,30.79,63.73
307,4.08111185782995,2.8852815406799315,30.71,63.65
308,4.064890460478954,2.8839597118377687,30.65,63.57
309,4.096709182934883,2.885559245300293,30.74,63.64
