epoch,train_loss,eval_loss,eval_top1,eval_top5
60,4.119746823188586,2.9111993659973145,31.2,63.17
61,4.145510601386046,2.9080974754333497,31.77,62.8
62,4.126877598884779,3.0308861278533934,30.92,63.05
63,4.130960444914989,2.9695565883636474,30.77,62.54
64,4.132888609935076,2.9368587760925293,29.72,61.38
65,4.102690730339441,2.9525418823242187,29.08,60.24
66,4.096736063712682,2.706031003189087,34.14,67.32
67,4.09663308828305,2.8105656505584715,33.6,65.38
68,4.119622502571497,2.8122504810333253,33.04,65.2
69,4.122689756980309,2.8986257400512696,30.44,62.51
70,4.1046791584063795,2.932377569580078,30.54,64.28
71,4.123664190830328,2.9496823905944822,30.05,61.45
72,4.111836733573522,2.844254772186279,33.08,64.68
73,4.107603044387622,2.8470489139556885,32.28,64.53
74,4.10411988221682,2.8295998050689697,32.91,65.37
75,4.10178039135077,2.8192147201538087,34.37,66.28
76,4.116456086818989,2.8301705364227296,33.12,65.24
77,4.061239251723657,2.679006192779541,34.53,67.33
78,4.077841250101725,2.865677946090698,33.54,66.23
79,4.08122012309539,2.765452145767212,34.09,67.57
80,4.0768787732491125,2.6842416229248047,33.58,67.08
81,4.0678062854669035,2.68575433883667,34.19,67.6
82,4.093799267671047,2.6972117237091062,33.95,67.47
83,4.074722181833708,2.7068530445098875,34.55,66.62
84,4.098439478262877,2.71612893409729,33.9,66.95
85,4.058425399584648,2.780631802368164,34.77,65.77
86,4.067677028362567,2.670714778137207,34.15,66.44
87,4.047737753085601,2.663291764831543,34.55,66.71
88,3.952757873901954,2.3852035831451417,40.86,73.45
89,3.9090167094499635,2.3305771087646483,42.36,74.73
90,3.9148238707811402,2.2733970867156983,43.86,75.74
91,3.906644046612275,2.308975700378418,44.16,76.16
92,3.906825225169842,2.2622838718414306,44.94,76.23
93,3.8989708056816688,2.243883991622925,45.08,76.63
94,3.8995862893569164,2.2872563789367675,43.78,75.38
95,3.905801637356098,2.231823435783386,44.89,76.4
96,3.900678155361078,2.215368064880371,45.23,76.75
97,3.8958821822435428,2.212211068344116,45.32,76.82
98,3.828696780327039,2.0786819484710692,47.97,79.17
99,3.798531392904428,2.0665897617340088,48.52,79.33
100,3.812207139455355,2.0263688077926636,49.05,80.22
101,3.8025534079625056,2.0832550613403322,48.8,79.96
102,3.8003403211251285,2.070277673149109,48.91,79.3
103,3.7883658323532496,2.0676127729415894,48.59,78.91
104,3.7979829005706005,2.0247494041442873,49.13,80.24
105,3.7538348259069982,1.982235182762146,50.02,80.48
106,3.7081794989414703,1.9835341455459594,49.82,80.65
107,3.700189528709803,1.9595258863449097,50.06,81.31
108,3.7975360900927813,1.9581674951553345,50.19,81.36
109,3.7146077804076367,1.9303879066467284,50.8,81.28
110,3.6334609801952658,1.9339211305618287,50.4,81.16
111,3.5920240383881787,1.9220341444015503,50.86,81.56
113,3.6818590861100415,1.8963736198425294,51.51,81.71
114,3.55746744962839,1.9015154109954835,50.83,81.37
115,3.4752956304794704,1.9041481378555298,50.86,81.55
117,3.6083836090870394,1.87563625125885,51.56,81.84
118,3.56162018653674,1.8969603660583496,50.93,81.45
119,3.4809806004548682,1.9007111309051514,50.99,81.76
